Category,Body
Scam,"d confiscate all accounts and assets of our black indigenes[that included my fathers assets and accounts] who oppose his policies and render support to these white farmers,along with the assets of these white farmers themselves,that are being presently confiscated.I therefore decided to move my mother and younger sister to the Republic of South Africa,where we presently live without anything and without any source of livelyhood."
Scam,
Scam,"During my fathers life on earth,he had deposited the sum of Seven Million and Four Hundred Thousand United States Dollars[$7.400.000.00],in a trunk box with a Finance and Security Company in the Republic of Togo for a cash and carry Diamond and Gold business with some foreign business customers, awaiting instructions to be moved to its destination,which he never completed before he met his untimely death on that faithful day.In view of this and as the only surviving son of my father,and with the present clamp down,killing and confiscation of his assets as one of those who render support to the white farmers in our country,I therefore humbly wish to inform you of my intentions to use your name and adress in making sure that this fund is lifted out of Africa finally,to the Europe office of the finance company and also seek for your honest and trustworthy assistance to help me clear and accommodate this money over there before it is dictated out and blocked by the present Mugab!"
Scam,e's regime.My mother is presently with the valid document covering this deposit.
Scam,
Scam,Now this is what I actually want you to do for me;
Scam,
Scam,"1. I want you to be presented to the Finance and Security company as the person I contacted to assist my family for this purpose, with whose name and adress myself and my mother will forward to them their office in the Republic of Togo as the person that will clear this money when they lift it out to their europe office."
Scam,2. To finally assist me in accommodating and managing this money in any lucrative business in your country for at least three years.
Scam,
Scam,"Please,I hope you will grant and view this very request with favour and much understanding of our situation now,and will be a very honest and reliable person to deal with.And also bearing in mind the confidential nature of this my request,I emphasize please that you keep every bit of it to yourself so as to protect my familys future and yourself rendering this help.Thanking you in anticipation of your urgent response as soon as you read this very request."
Scam,
Scam,"Best Regards,"
Scam,
Scam,Mr.Michael Kamah and family.
Scam,
Scam,From r  Tue Nov 12 11:08:15 2002
Scam,Return-Path: <mikebunduu1@rediffmail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <mikebunduu1@rediffmail.com>
Scam,Message-Id: <200211121559.gACFxDiX014946@smtp.eecs.UM>
Scam,"From: ""COL. MICHAEL BUNDU"" <mikebunduu1@rediffmail.com>"
Scam,To: R@E
Scam,Cc:
Scam,Subject: *****SPAM***** IMPORTANT
Scam,"Sender: ""COL. MICHAEL BUNDU"" <mikebunduu1@rediffmail.com>"
Scam,Mime-Version: 1.0
Scam,"Content-Type: text/plain; charset=""iso-8859-1"""
Scam,"Content-Type: text/plain; charset=""iso-8859-1"""
Scam,"Date: Tue, 13 Nov 2001 16:10:50 -0000"
Scam,X-Mailer: Microsoft Outlook Express 5.00.2615.200
Scam,"X-Spam-Status: Yes, hits=8.0 required=7.0"
Scam,"tests=DEAR_SOMEBODY,US_DOLLARS,NIGERIAN_SCAM_7"
Scam,version=2.31
Scam,X-Spam-Flag: YES
Scam,"X-Spam-Report:   8 hits, 7 required;"
Scam,* -0.7 -- BODY: Contains 'Dear Somebody'
Scam,*  4.5 -- BODY: Nigerian scam key phrase
Scam,*  4.2 -- BODY: Mutated Nigerian scams (7)
Scam,X-Spam-Level: ********
Scam,"X-Spam-Checker-Version: SpamAssassin 2.31 (devel $Id: SpamAssassin.pm,v 1.94.2.2 2002/06/20 17:20:29 hughescr Exp $)"
Scam,Status: RO
Scam,
Scam,FROM: COL. MICHAEL BUNDU.
Scam,DEMOCRATIC REPUBLIC OF CONGO.
Scam,Tel No: Your country Intl. access code + 8821652098236
Scam,email : mikebundu@rediffmail.com
Scam,Dear Sir/Madam
Scam,
Scam,
Scam,SEEKING YOUR IMMEDIATE ASSISTANCE.
Scam,
Scam,"Please permit me to make your acquaintance in so informal a manner. This is necessitated by my urgent need to reach a dependable and trust worthy foreign partner. This request may seem strange and unsolicited but I crave your indulgence and pray that you view it seriously. My name is COL. MICHAEL BUNDU of the Democratic Republic of Congo and one of the close aides to the former President of the Democratic Republic of Congo LAURENT KABILA of blessed memory, may his soul rest in peace."
Scam,
Scam,"Due to the military campaign of LAURENT KABILA to force out the rebels in my country, I and some of my colleagues were instructed by Late President Kabila to go abroad to purchase arms and ammunition worth of Twenty Million, Five Hundred Thousand United States Dollars only (US$20,500,000.00) to fight the rebel group. We were then given this money privately by the then President, LAURENT KABILA, without the knowledge of other Cabinet Members. But when President Kabila was killed in a bloody shoot-out by one of his bodyguards a day before we were schedule to travel out of Congo, We immediately decided to put the funds into a private security company here in Congo for safe keeping."
Scam,
Scam,"The security of the said amount is presently being threatened here following the arrest and seizure of properties of Col. Rasheidi Karesava (One of the aides to Laurent Kabila) a tribesman, and some other Military Personnel from our same tribe, by the new President of the Democratic Republic of Congo, the son of late President Laurent Kabila, Joseph Kabila."
Scam,
Scam,"In view of this, we need a reliable and trustworthy foreign partner who can assist us to move this money out of my country as the beneficiary."
Scam,WE have sufficient ''CONTACTS'' here to move the fund under Diplomatic Cover to a security company in Europe in your name. This is to ensure that the Diplomatic Baggage is marked ''CONFIDENTIAL'' and it
Scam,will not pass through normal custom/airport screening and clearance.
Scam,
Scam,"Our inability to move this money out of Congo all this while stems from our lack of trust of our supposed good friends (western countries) who suddenly became hostile to those of us who worked with the late President Kabila, immediately after his son took office. Though we have neither seen nor met each other, the information We gathered from an associate who has worked in your country has encouraged and convinced us that with your sincere assistance, this transaction will be properly handled with modesty and honesty to a huge success within two weeks. The said money is a state fund and therefore requires a total confidentiality."
Scam,
Scam,"We would please need you to stand on our behalf as the beneficiary of this fund in Europe. This is because we are under restricted movement and watch and hence we want to be very careful in order not to lose this fund which we have worked so hard for. Thus, if you are willing to assist us to move this fund out of Congo, you can contact me through my email addresses, Tel/Fax nos. above with your telephone, fax number and personal information to enable us discuss the modalities and what will be your share (percentage) for assisting us."
Scam,
Scam,Please note that There are no RISKS involved in this Deal as everyone's Security is Guaranteed if we follow the required guidelines. I will hence furnish you with further details of this Deal as soon as I am assured of your Sincere interest to assist us.
Scam,
Scam,"I must use this opportunity and medium to implore you to exercise the utmost indulgence to keep this matter extraordinarily confidential, Whatever your decision, while I await your prompt response. Thank you and God Bless."
Scam,Best Regards
Scam,
Scam,
Scam,COL. MICHAEL BUNDU(RTD). mikebundu@rediffmail.com
Scam,
Scam,"N\B. When you are calling my line, you dial your country Intl. access code, then you dial directly, do not include my country code i.e. (243). Just dial your country Intl. access code + 88216 52098236. You can also contact me through the above email addresses."
Scam,
Scam,
Scam,From r  Thu Nov 14 10:46:28 2002
Scam,Return-Path: <elixwilliam@usa.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <elixwilliam@usa.com>
Scam,Message-Id: <200211141546.gAEFk9eS019479@cs.CU>
Scam,"From: ""MRS MARIAM ABACHA"" <elixwilliam@usa.com>"
Scam,Reply-To: presidentwifeng@indiatimes.com
Scam,To: webmaster@aclweb.org
Scam,"Date: Thu, 14 Nov 2002 16:46:11 +0100"
Scam,Subject: TRUST TRANSACTION
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gAEFkKj05391
Scam,Status: O
Scam,
Scam,"Dear Sir,"
Scam,
Scam,A Very Good day to you
Scam,
Scam,I am Mrs Mariam Abacha. I got your contact from a
Scam,close Associate of mine who works with the Nigerian
Scam,Chamber of Commerce and Industry  who visited your
Scam,country for an International Trade Fair upon my quest
Scam,for a trusted and reliable foreign businessman or
Scam,company.
Scam,He however gave me the assurance that you can be
Scam,trusted to handle a transaction of this magnitude.
Scam,Following the sudden death of my husband General Sani
Scam,Abacha the late Former Head of State of Nigeria in
Scam,"1998, I have been thrown into a state of utter"
Scam,"confusion, frustration and hopelessness"
Scam,"by the present civilian administration, I have been"
Scam,subjected to physical and psychological torture by the
Scam,security agents in the country.
Scam,"As a widow that is so traumatized, I have lost"
Scam,confidence with anybody within the country. You must
Scam,have heard over the media reports and the internet on
Scam,the recovery of various huge sums of money deposited
Scam,"by my husband in different security firms abroad, some"
Scam,companies willingly give up their secrets and
Scam,disclosed our money confidently lodged there or many
Scam,outright blackmail. In fact the total sum discovered
Scam,by
Scam,the Government so far is in the tune of $700. Million
Scam,dollars. And they are not relenting to make me poor
Scam,for life. I will give you more information  as to this
Scam,regard as soon as you reply. I repose great confidence
Scam,in you hence my approach to you due to security
Scam,network placed on my day to day  affairs I cannot
Scam,afford to visit the embassy so that is why I decided
Scam,to contact you and I hope you will not betray my
Scam,confidence in you. I have deposited  the sum of US$35
Scam,million dollars with a security firm abroad whose name
Scam,is withheld for now until we open communication. I
Scam,shall be grateful if you could receive this fund into
Scam,your account for safekeeping. This arrangement is
Scam,known to you and my family lawyer who shall deal
Scam,directly with you as I am still under house arrest. I
Scam,am seriously considering to settle down abroad as soon
Scam,as this fund get into your account so that I can start
Scam,"all over again if only you wish, but if it is"
Scam,"possible,"
Scam,just help me in diverting this funds into your bank
Scam,account which will accrue you 20% of this fund. Please
Scam,honesty is the watchword in this transaction. And
Scam,"should you accept my terms, kindly send me an email"
Scam,signifying your interest to my email box as this is
Scam,only safe for me now so that we can commence
Scam,communication immediately. And upon receipt of your
Scam,"message of interest, I shall give you a more detailed"
Scam,picture of things. In case you don't accept please do
Scam,not let me out to the security as I am giving you this
Scam,information in total trust and confidence.NO RISK IS
Scam,INVOLVED AS IAM STILL IN CONTROL OF MY HUSBANDS
Scam,AFFAIRS. I will greatly appreciate if you accept my
Scam,proposal in good faith.
Scam,
Scam,Please expedite action.
Scam,
Scam,Prefer all further correspondence be sent via
Scam,presidentwifeng@indiatimes.com but please copy this email:profadams@
Scam,usa.com
Scam,
Scam,sincerely yours
Scam,
Scam,Hajia Mariam Abacha.
Scam,for certain comfirmations. Please logg into this internet sites
Scam,www.swissmoney.net/briefs.htm and www.thisdayonline.com.ng
Scam,"click on archive, then click on 2001, click on march 10th,"
Scam,
Scam,
Scam,
Scam,
Scam,From r  Thu Nov 14 18:40:51 2002
Scam,Return-Path: <anayoawka@hotmail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <anayoawka@hotmail.com>
Scam,Message-Id: <200211142340.gAENeXDj026957@bluewhale.cs.CU>
Scam,"From: "" DR. ANAYO AWKA "" <anayoawka@hotmail.com>"
Scam,"Date: Fri, 15 Nov 2002 00:40:13"
Scam,To: webmaster@aclweb.org
Scam,Subject: REQUEST FOR YOUR UNRESERVED ASSISTANCE
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: RO
Scam,
Scam,FROM: DR. ANAYO AWKA BANK MANAGER
Scam,(UNION BANK OF NIGERIA PLC)MARINA LAGOS
Scam,ATTENTION: PRESIDENT/CEO
Scam,"Dear Sir,"
Scam,
Scam,REQUEST FOR YOUR UNRESERVED ASSISTANCE
Scam,"Firstly, I must solicit your confidence in this transaction, this is by virtue of its nature as being utterly confidential and top secret.Though I know that a transaction of this magnitude will make any oneapprehensive and worried, but I am assuring you that all will be well at theend of the day. We have decided to contact you due to the urgency of thistransaction, as we have been reliably informed of it's swiftness andconfidentiality."
Scam,
Scam,"Let me start by first introducing myself properly to you. I am DR.ANAYO AWKA , a Manager at the Union Bank Nigeria PLC, Lagos. I came to know of you in my private search for a reliable and reputable person to handle a very confidential transaction, which involves the transfer of a huge sum of money to a foreign account requiring maximum confidence. A foreigner, Late Engineer William Adams, an oil Merchant /contractor with the federal Government of Nigeria, until his death three years ago in a ghastly air crash, banked with us here at the Union Bank PLC ,Lagos, and had a closing balance of USD$22.2M (Twenty-Two Million, Two Hundred Thousand United States Dollars)"
Scam,which the bank now unquestionably expects to be claimed by any of his available foreign next of kin or alternatively be donated to a discredited trust fund for arms and ammunition at a military war collage here in Nigeria.
Scam,
Scam,"Fervent valuable efforts are being made by the Union Bank to get in touch with any of late Engr. William Adams's next of kin (he had no known wife and children) that the management under the influence of our chairman, board of directors, Retired Major General Kalu Uke Kalu, that an arrangement for the fund to be declared ""UNCLIAMABLE "" and then be subsequently donated to the trust fund for Arms and Ammunition, which will further enhance the"
Scam,"course of war in Africa and the world in general. In order to avert this negative development, myself and some of my trusted colleagues in the bank now seek for your permission to have you stand as late Engr.WILLIAMS ADAMSs next of kin so that the fund, USD$22.2M, would be subsequently transferred and paid into your bank account as the"
Scam,"beneficiary next of kin. All documents and proves to enable you get this fund have been carefully worked out and we are assuring you a 100% risk free involvement. Your share would be 30% of the total amoun!t.! 10% has been set aside for expenses, while the rest would befor myself and my colleagues for purposes in your country."
Scam,
Scam,"If this proposal is OK by you and you do not wish to take advantage of the trust we hope to bestow on you and your company, then kindly get to me immediately via my e-mail address furnishing me with your most confidential telephone, fax and e-mail, so that I can forward to you the relevant details of this transaction. Thank you in advance"
Scam,for your anticipated co-operation.
Scam,
Scam,Regards.
Scam,DR. ANAYO AWKA
Scam,(MANAGER UNION BANK OF NIGERIA PLC).
Scam,
Scam,
Scam,
Scam,From r  Thu Nov 14 19:19:18 2002
Scam,Return-Path: <anayoawka@hotmail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <anayoawka@hotmail.com>
Scam,Message-Id: <200211150019.gAF0IvDj027127@bluewhale.cs.CU>
Scam,"From: "" DR. ANAYO AWKA "" <anayoawka@hotmail.com>"
Scam,"Date: Fri, 15 Nov 2002 01:18:50"
Scam,To: webmaster@aclweb.org
Scam,Subject: REQUEST FOR YOUR UNRESERVED ASSISTANCE
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: RO
Scam,
Scam,FROM: DR. ANAYO AWKA BANK MANAGER
Scam,(UNION BANK OF NIGERIA PLC)MARINA LAGOS
Scam,ATTENTION: PRESIDENT/CEO
Scam,"Dear Sir,"
Scam,
Scam,REQUEST FOR YOUR UNRESERVED ASSISTANCE
Scam,"Firstly, I must solicit your confidence in this transaction, this is by virtue of its nature as being utterly confidential and top secret.Though I know that a transaction of this magnitude will make any oneapprehensive and worried, but I am assuring you that all will be well at theend of the day. We have decided to contact you due to the urgency of thistransaction, as we have been reliably informed of it's swiftness andconfidentiality."
Scam,
Scam,"Let me start by first introducing myself properly to you. I am DR.ANAYO AWKA , a Manager at the Union Bank Nigeria PLC, Lagos. I came to know of you in my private search for a reliable and reputable person to handle a very confidential transaction, which involves the transfer of a huge sum of money to a foreign account requiring maximum confidence. A foreigner, Late Engineer William Adams, an oil Merchant /contractor with the federal Government of Nigeria, until his death three years ago in a ghastly air crash, banked with us here at the Union Bank PLC ,Lagos, and had a closing balance of USD$22.2M (Twenty-Two Million, Two Hundred Thousand United States Dollars)"
Scam,which the bank now unquestionably expects to be claimed by any of his available foreign next of kin or alternatively be donated to a discredited trust fund for arms and ammunition at a military war collage here in Nigeria.
Scam,
Scam,"Fervent valuable efforts are being made by the Union Bank to get in touch with any of late Engr. William Adams's next of kin (he had no known wife and children) that the management under the influence of our chairman, board of directors, Retired Major General Kalu Uke Kalu, that an arrangement for the fund to be declared ""UNCLIAMABLE "" and then be subsequently donated to the trust fund for Arms and Ammunition, which will further enhance the"
Scam,"course of war in Africa and the world in general. In order to avert this negative development, myself and some of my trusted colleagues in the bank now seek for your permission to have you stand as late Engr.WILLIAMS ADAMSs next of kin so that the fund, USD$22.2M, would be subsequently transferred and paid into your bank account as the"
Scam,"beneficiary next of kin. All documents and proves to enable you get this fund have been carefully worked out and we are assuring you a 100% risk free involvement. Your share would be 30% of the total amoun!t.! 10% has been set aside for expenses, while the rest would befor myself and my colleagues for purposes in your country."
Scam,
Scam,"If this proposal is OK by you and you do not wish to take advantage of the trust we hope to bestow on you and your company, then kindly get to me immediately via my e-mail address furnishing me with your most confidential telephone, fax and e-mail, so that I can forward to you the relevant details of this transaction. Thank you in advance"
Scam,for your anticipated co-operation.
Scam,
Scam,Regards.
Scam,DR. ANAYO AWKA
Scam,(MANAGER UNION BANK OF NIGERIA PLC).
Scam,
Scam,
Scam,
Scam,From r  Sat Nov 16 08:28:59 2002
Scam,Return-Path: <victorloma@netscape.net>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <victorloma@netscape.net>
Scam,by mp.op.nii.ac.jp (Mirapoint Messaging Server MOS 3.2.0-GA)
Scam,with ESMTP id AGH01683;
Scam,"Sat, 16 Nov 2002 22:24:02 +0900 (JST)"
Scam,Message-Id: <200211161324.gAGDO0I05212@nsx.nii.ac.jp>
Scam,"From: ""Victor Aloma"" <victorloma@netscape.net>"
Scam,"Date: Sat, 16 Nov 2002 14:06:46"
Scam,To: ntcir-listmem@newns.op.nii.ac.jp
Scam,Subject: Urgent Assistance
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: RO
Scam,
Scam,"The Director,"
Scam,
Scam,
Scam,
Scam,SEEKING FOR IMMEDIATE ASSISTANCE
Scam,(TRANSFER OF US$15.5MILLION)
Scam,
Scam,"It is my pleasure to request your assistance on this business proposition which if pursued to its conclusion ,will be of immense benefit to both of us. This request may seem strange but I will crave your indulgence and pray that you view it seriously. My name is Col. Victor Aloma of the Democratic Republic of Congo I am one of close aids to the formal president of Congo Democratic LAURENT KABILA of blessed memory, may his soul rest in peace."
Scam,
Scam,"For the military of LAURENT KABILA to force out the rebles in my country, I was instructed by him (late president Kabila) to go to the Europe to purchase ARMS"
Scam,AND AMMUNIATION worth us$15.5(fifteen million Five Hundred Thousand us Dollars) to fight the reble groups. But when it became ap! parent  that president
Scam,Kabila has been killed in a bloody shoot out by one of his aids. I immediately decided to divert the fund ( US$15.5) into  a private security company for safe
Scam,keeping. The money is presently in Holland (The Netherlands) where I am currently in exile  after the death of president Kabila.
Scam,
Scam,I need a reliable and trust worthy foreign partner/national who can assist me to clear and move this money as the beneficiary from the security company.
Scam,
Scam,"Though we have not seen nor met each other, but I would want this transaction to be properly handled with modesty and honesty to a huge success within two weeks, this money in question is state fund as it is a deal between you and I, hence the need for secrecy considering the security implications."
Scam,
Scam,
Scam,"Thus, if you are willing to assist me to move this fund out of the Netherlands, you can contact  me onthe above email addres to enable us discuss more about the deal and what  your percentage will be for assisting me."
Scam,
Scam,Please note that you will be required to make a brief trip to the Netherlands for inspection of the fund. I also intend to visit your country soonest in order to inquire areas of possible business investment.
Scam,
Scam,I shall be sincerely glad if my request is rendered.
Scam,
Scam,"Kindest  Regards,"
Scam,
Scam,COL. Victor Aloma
Scam,
Scam,From r  Sat Nov 16 08:34:18 2002
Scam,Return-Path: <victorloma@netscape.net>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <victorloma@netscape.net>
Scam,Delivered-To: ntcir-outgoing@mail.op.nii.ac.jp
Scam,"Sat, 16 Nov 2002 22:24:02 +0900 (JST)"
Scam,Message-Id: <200211161324.gAGDO1I05213@nsx.nii.ac.jp>
Scam,"From: ""Victor Aloma"" <victorloma@netscape.net>"
Scam,"Date: Sat, 16 Nov 2002 14:06:54"
Scam,To: ntcir-outgoing@nii.ac.jp
Scam,Subject: Urgent Assistance
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: RO
Scam,
Scam,"The Director,"
Scam,
Scam,
Scam,
Scam,SEEKING FOR IMMEDIATE ASSISTANCE
Scam,(TRANSFER OF US$15.5MILLION)
Scam,
Scam,"It is my pleasure to request your assistance on this business proposition which if pursued to its conclusion ,will be of immense benefit to both of us. This request may seem strange but I will crave your indulgence and pray that you view it seriously. My name is Col. Victor Aloma of the Democratic Republic of Congo I am one of close aids to the formal president of Congo Democratic LAURENT KABILA of blessed memory, may his soul rest in peace."
Scam,
Scam,"For the military of LAURENT KABILA to force out the rebles in my country, I was instructed by him (late president Kabila) to go to the Europe to purchase ARMS"
Scam,AND AMMUNIATION worth us$15.5(fifteen million Five Hundred Thousand us Dollars) to fight the reble groups. But when it became ap! parent  that president
Scam,Kabila has been killed in a bloody shoot out by one of his aids. I immediately decided to divert the fund ( US$15.5) into  a private security company for safe
Scam,keeping. The money is presently in Holland (The Netherlands) where I am currently in exile  after the death of president Kabila.
Scam,
Scam,I need a reliable and trust worthy foreign partner/national who can assist me to clear and move this money as the beneficiary from the security company.
Scam,
Scam,"Though we have not seen nor met each other, but I would want this transaction to be properly handled with modesty and honesty to a huge success within two weeks, this money in question is state fund as it is a deal between you and I, hence the need for secrecy considering the security implications."
Scam,
Scam,
Scam,"Thus, if you are willing to assist me to move this fund out of the Netherlands, you can contact  me onthe above email addres to enable us discuss more about the deal and what  your percentage will be for assisting me."
Scam,
Scam,Please note that you will be required to make a brief trip to the Netherlands for inspection of the fund. I also intend to visit your country soonest in order to inquire areas of possible business investment.
Scam,
Scam,I shall be sincerely glad if my request is rendered.
Scam,
Scam,"Kindest  Regards,"
Scam,
Scam,COL. Victor Aloma
Scam,
Scam,From r  Sat Nov 16 20:13:32 2002
Scam,Return-Path: <james_ngola2002@maktoob.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <james_ngola2002@maktoob.com>
Scam,"for <R@M>; Sat, 16 Nov 2002 20:13:21 -0500 (EST)"
Scam,Message-Id: <200211170113.gAH1D4l7017226@cs.CU>
Scam,"From: ""JAMES NGOLA"" <james_ngola2002@maktoob.com>"
Scam,Reply-To: james_ngola2002@maktoob.com
Scam,To: webmaster@aclweb.org
Scam,"Date: Sun, 17 Nov 2002 01:09:22 +0000"
Scam,Subject: URGENT BUSINESS PROPOSAL
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gAH1DMj19458
Scam,Status: O
Scam,
Scam,FROM: JAMES NGOLA.
Scam,CONFIDENTIAL TEL: 233-27-587908.
Scam,E-MAIL:(james_ngola2002@maktoob.com)
Scam,
Scam,
Scam,"DEAR RESPECTFUL,"
Scam,I BEG TO SOLICIT FOR YOUR URGENT AND MAXIMUM
Scam,ASSISTANCE
Scam,
Scam,"THIS MAIL, I KNOW THIS MAIL MAY EMBARRASS YOU OR SURPRISE YOU BY EMBARRASSMENT, I MEAN COMING FROM SOMEBODY YOU NEVER KNOW OR MET BEFORE, EVEN COMING FROM A COUNTRY PERHAPS YOU DON'T EVEN KNOW (GHANA) NOTED FOR DISHONEST AND FRUADULET PRACTICES. WELL, THIS IS NOT ONE OF THOSE SCAM LETTERS FROM (GHANA OR OTHER AFRICAN COUNTRIES, BUT FROM A FAMILY OF WHO ARE IN DISTRESS AND REQUIRE YOUR ASSISTANCE.LET ME START BY INTRODUCING MYSELF PROPERLY TO YOU."
Scam,
Scam,"LET ME ATART BY INTRODUCING MYSELF PROPERLY TO YOU, I AM MR. JAMES NGOLA, THE FIRST SON OF BRIDGR. GEN."
Scam,"THEOPHILUS NGOLA (LATE). FORMER CHIEF OF DEFENCE STAFF: NATIONAL REPUBLIC OF LIBERIA. BRIEFLY: MY FATHER, BRIDG. GEN. T. NGOLA BEFORE HIS DEATH DIVERTED THIS FUND (US$25M) TWENTY FIVE MILLION UNITED STATES DOLLARS. MEANT FOR PURCHASE OF AMMUNATION FOR MY COUNTRY ""LIBERIA"" DURING THE PERIOD OF THEETHNIC CIVIL WAR BETWEEN MY COUNTRY AND GUINEA REPUBLIC. AND NOW, THE WAR IS OVER BY THE INTERVENTION OF ""ECOMOG""FORCES."
Scam,
Scam,
Scam,"FOUR MONTHS AFTER THE WAR ENDED, THE RADIO NATIONAL OF LIBERIA WENT ON AIR, ON A WILD BROADCAST, UNCINGAN UNSUCCESSFUL ""COUPD'TAT"" IN MY COUNTRY, ATTEPTED TO OVERTROW THE PRESENT GOVERNMENT IN MY COUNTRY HEADED BY ""PRESIDENT CHARLES TAYLOR"". THIS BROADCAST CONTINUED TO ANNOUNCE THE NAMES OF THOSE IN CONNECTION WITH THE ATTEMPT. BUT UNKNOWINGLY TO ME, MY FATHER WAS INCLUDED AMOUNG THESE GROUP OF MEN ARRESTED IN CONNECTION WITH THIS PLOT AS THE ""MASTERMINDER"" AND THE ""FINANCIER"" OF THIS UNDEMOCRATIC ACT. ALTHOUGH HE WAS EXECUTED ALONG SIDE WITH OTHERS. (MAY THEIR SOULS REST IN PERFECT PEACE)"
Scam,
Scam,"TWO WEEKS AFTER THEIR EXECUTION THE GOVERNMENT OF LIBERIA STIL WENT FURTHER TO PASS JURGEMENT TO CONFISTICATE MY FATHER'S ASSETS AND ALSO TO FREEZE HIS ACCOUNTS. SO WHEN THIS NEWS REACHED ME, I HURRIEDLY GATHERED SOME VALUABLES IN OUR FAMILY VILLA   AND ESCAPED TO (ACCRA), CAPITAL OF GHANA FOR SAFETY, WHILE MY MOTHER AND MY BROTHERS, SISTERS ARE NOW IN COTE D'IVOIRE AS REFUGEES. THIS FILE, WHICH CONTAINING DOCUMENTS OF A CONSIGNMENT (1 METALIC TRUNK BOX) DEPOSITED BY MY LATE FATHER IN ONE OF THE PRIVATE SECURITY COMPANIES, WAS AMOUNG THE VALUBLE THINGS I ESCAPED WITH TO GHANA. HONESTLY SPEAKING, IN THIS""BOX"" IS THE SUM OF THIS FUND (US$25 M.) TWENTY FIVE MILLION UNITED STATES DOLLARS ONLY"
Scam,"DIVERTED BY MY LATE FATHER. HE REGISTERED THIS CONSIGNMENT (BOX) WITH SECURITY COMPANY AS TO CONTAIN (AFRICA ARTS WORK), BUT THERE IS A CLAUSE IN THE DEPOSIT AGREEMENT WITH THE COMPANY THAT SAYS ONLY HIS FOREIGN PARTNER WILL BE ALLOWED TO COLLECT THE CONSIGNMENT ON HIS BEHALF HENCE HE NEVER WANTED TO BE TRACED WITH THE AMOUNT AS A POPULAR PERSON."
Scam,
Scam,
Scam,
Scam,
Scam,"IT IS ON THIS NOTE THAT I AM CONTACTING YOU TO FAITHFULLY AND CONFIDENTIALY ASSIST ME TO ""FRONT"" AS MY LATE FATHER FOREIGN BUSINESS PARTNER IN ORDER TO NECCESITATE AND FACILITATE THE CLAIM OF THIS CONSIGNMENT FROM THE SECURITY COMPANY. AND THE FUND ALSO BE TRANSFERED"
Scam,INTO YOUR PRIVATE FOREIGN BANK ACCOUNT FOR INVESTMENT PERHAPS IN YOUR COUNTRY FOR I CANNOT INVEST HERE DUE TO ITS NEARNESS.
Scam,
Scam,"ONCE AGAIN, I AM PRESENTLY LIVING IN GHANA ALSO AS A REFUGEE TOO (ASYLUM SEEKER) FOR THE SAKE OF MY LIFE. BE INFORMED, THAT THE FINANCIAL LAW OF GHANA DOES NOT ALLOW A REFUGEE TO OPERATE AN ACCOUNT NOR INCORPORATE A COMPANY. WITH THIS, COUPLED WITH THE WAY IN WHICH THE MONEY WAS ACQUIRED, AND I DON'T WANT ANYBODY TO KNOW ABOUT THIS DEVELOPMENT THAT IS WHY I DECIDED NOT TO INVEST IN ANYWHERE IN AFRICA OR LIBERIA NOR EVEN GHANA WHERE I AM CURRENTLY RESIDING AS A REFUGEE AND THAT IS WHY I'M SOLICITING FOR YOUR SUPPORT."
Scam,
Scam,
Scam,
Scam,
Scam,"IF YOU AGREE TO ASSIST US, I WILL COMPENSATE YOU WITH 15% OF THE TOTAL FUND AFTER THIS CONSIGNMENT IS CLEARED AND THE MONEY TRANSFERED INTO YOUR BANK ACCOUNT."
Scam,
Scam,MOST IMPORTANT: PROMISE ME TO KEEP THIS TRANSACTION
Scam,CONFIDETIAL & SECRET BECAUSE THIS FUND IS THE ONLY HOPE OF
Scam,MY FAMILY.
Scam,
Scam,"FINALLY, CONSIDER THIS PROPOSAL AND GET BACK TO ME"
